Quantity,Category,Discount,Region,Segment,Ship Mode,State,Sub-Category,Sales
5,Furniture,0.2,South,Corporate,Standard Class,Tennessee,Furnishings,20.32
4,Office Supplies,0.2,East,Home Office,Standard Class,New York,Binders,52.064
1,Office Supplies,0.2,South,Corporate,Standard Class,North Carolina,Appliances,48.784
4,Office Supplies,0.7,South,Corporate,Standard Class,North Carolina,Binders,13.092
1,Technology,0.2,West,Home Office,Standard Class,California,Phones,109.592
5,Office Supplies,0.0,West,Home Office,Standard Class,California,Paper,56.7
1,Technology,0.0,West,Home Office,Standard Class,California,Accessories,79.99
4,Office Supplies,0.0,South,Home Office,Same Day,Virginia,Paper,191.6
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Paper,10.56
3,Technology,0.0,South,Consumer,Second Class,Mississippi,Accessories,47.79
5,Office Supplies,0.0,Central,Corporate,Second Class,Indiana,Storage,714.3
2,Technology,0.0,East,Home Office,Standard Class,New York,Machines,2321.9
3,Office Supplies,0.0,East,Home Office,Standard Class,New York,Storage,17.94
1,Office Supplies,0.7,East,Corporate,Standard Class,Pennsylvania,Binders,9.522
6,Technology,0.4,East,Corporate,Standard Class,Pennsylvania,Phones,791.964
3,Office Supplies,0.7,East,Corporate,Standard Class,Pennsylvania,Binders,4.923
7,Furniture,0.7,West,Corporate,First Class,Arizona,Bookcases,209.979
3,Office Supplies,0.7,East,Home Office,Standard Class,Ohio,Binders,33.93
7,Office Supplies,0.2,East,Home Office,Standard Class,Ohio,Storage,222.32
6,Technology,0.4,East,Home Office,Standard Class,Ohio,Phones,210.564
7,Furniture,0.2,East,Consumer,Standard Class,Ohio,Furnishings,35.168
4,Technology,0.4,East,Consumer,Standard Class,Ohio,Phones,1502.376
3,Furniture,0.0,West,Consumer,First Class,California,Furnishings,10.11
3,Technology,0.0,West,Consumer,First Class,California,Accessories,772.47
2,Office Supplies,0.0,West,Consumer,First Class,California,Supplies,20.46
3,Office Supplies,0.0,East,Corporate,Second Class,New York,Supplies,347.58
2,Technology,0.0,West,Consumer,Standard Class,California,Accessories,72.64
3,Technology,0.0,West,Consumer,Standard Class,California,Accessories,772.47
4,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,39.92
2,Office Supplies,0.0,Central,Consumer,Standard Class,Oklahoma,Binders,33.48
3,Technology,0.0,Central,Consumer,Standard Class,Oklahoma,Phones,461.97
2,Office Supplies,0.0,Central,Consumer,Standard Class,Oklahoma,Appliances,137.62
3,Furniture,0.0,Central,Consumer,Standard Class,Oklahoma,Chairs,302.67
3,Technology,0.2,Central,Consumer,Second Class,Illinois,Accessories,239.976
3,Office Supplies,0.0,West,Consumer,Standard Class,California,Art,8.34
1,Office Supplies,0.0,West,Consumer,Standard Class,California,Supplies,8.57
8,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,119.616
3,Furniture,0.0,East,Corporate,Standard Class,New Jersey,Chairs,212.94
1,Office Supplies,0.0,East,Corporate,Standard Class,New Jersey,Appliances,26.49
5,Furniture,0.0,Central,Home Office,Second Class,Wisconsin,Bookcases,687.4
3,Furniture,0.0,West,Corporate,Standard Class,Washington,Tables,653.55
2,Technology,0.0,West,Corporate,Standard Class,Washington,Accessories,33.9
5,Technology,0.2,Central,Consumer,Second Class,Illinois,Accessories,239.96
4,Furniture,0.3,East,Corporate,First Class,Delaware,Tables,199.836
2,Technology,0.0,East,Corporate,First Class,Delaware,Phones,716.0
7,Office Supplies,0.0,East,Corporate,First Class,Delaware,Binders,221.06
3,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,67.71
4,Office Supplies,0.0,West,Consumer,Second Class,California,Appliances,129.92
9,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,467.46
5,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,61.4
4,Office Supplies,0.0,West,Consumer,Second Class,California,Storage,720.76
3,Office Supplies,0.2,West,Consumer,Second Class,California,Binders,5.184
5,Office Supplies,0.0,West,Consumer,Second Class,California,Art,14.7
7,Office Supplies,0.8,Central,Consumer,Standard Class,Illinois,Binders,8.134
2,Technology,0.2,Central,Consumer,Standard Class,Illinois,Accessories,79.984
2,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Envelopes,24.4
4,Office Supplies,0.0,South,Consumer,Same Day,Georgia,Paper,195.64
5,Technology,0.2,Central,Consumer,Second Class,Texas,Accessories,398.4
3,Office Supplies,0.2,Central,Consumer,Second Class,Texas,Art,7.056
9,Furniture,0.32,Central,Consumer,Second Class,Texas,Bookcases,1352.3976
5,Office Supplies,0.0,West,Consumer,First Class,California,Paper,26.4
6,Office Supplies,0.0,West,Consumer,First Class,California,Storage,41.88
9,Office Supplies,0.7,East,Consumer,Standard Class,Pennsylvania,Binders,99.846
2,Technology,0.0,South,Consumer,Second Class,Kentucky,Phones,699.98
9,Office Supplies,0.0,South,Consumer,Second Class,Kentucky,Storage,584.82
2,Office Supplies,0.0,Central,Consumer,Standard Class,Minnesota,Binders,43.98
3,Technology,0.0,Central,Consumer,Standard Class,Minnesota,Phones,377.97
3,Furniture,0.0,Central,Consumer,Standard Class,Minnesota,Furnishings,123.96
2,Technology,0.0,East,Consumer,First Class,Delaware,Phones,391.98
3,Technology,0.2,South,Consumer,Standard Class,North Carolina,Accessories,383.976
7,Furniture,0.4,South,Consumer,Standard Class,North Carolina,Tables,1781.682
5,Office Supplies,0.0,West,Home Office,Standard Class,California,Art,21.4
1,Technology,0.0,Central,Home Office,Standard Class,Michigan,Copiers,549.99
3,Office Supplies,0.1,Central,Home Office,Standard Class,Michigan,Appliances,167.535
3,Office Supplies,0.0,Central,Home Office,Standard Class,Michigan,Envelopes,38.34
6,Furniture,0.0,Central,Home Office,Standard Class,Michigan,Furnishings,53.88
2,Technology,0.0,Central,Home Office,Standard Class,Michigan,Phones,299.98
4,Office Supplies,0.0,West,Consumer,Same Day,California,Storage,62.8
2,Office Supplies,0.2,West,Consumer,Second Class,California,Binders,13.904
5,Furniture,0.3,Central,Consumer,Second Class,Texas,Tables,744.1
5,Office Supplies,0.2,Central,Consumer,Second Class,Texas,Storage,44.84
2,Furniture,0.3,Central,Consumer,Second Class,Texas,Tables,401.59
3,Office Supplies,0.0,Central,Home Office,Standard Class,Wisconsin,Binders,18.24
3,Furniture,0.15,West,Consumer,Standard Class,California,Bookcases,359.499
1,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,10.48
4,Office Supplies,0.2,East,Home Office,Same Day,Ohio,Paper,20.736
4,Technology,0.2,South,Consumer,Standard Class,North Carolina,Accessories,35.168
3,Office Supplies,0.2,South,Consumer,Standard Class,North Carolina,Paper,64.704
4,Office Supplies,0.0,East,Corporate,Second Class,Massachusetts,Paper,105.52
2,Office Supplies,0.8,Central,Home Office,Standard Class,Texas,Binders,5.792
7,Technology,0.4,East,Corporate,Standard Class,Pennsylvania,Phones,466.158
1,Technology,0.2,East,Corporate,Standard Class,Pennsylvania,Accessories,10.312
3,Office Supplies,0.7,East,Corporate,Standard Class,Pennsylvania,Binders,2.556
2,Office Supplies,0.2,West,Corporate,First Class,Colorado,Paper,7.968
1,Office Supplies,0.2,West,Corporate,First Class,Colorado,Envelopes,8.784
3,Office Supplies,0.2,West,Consumer,Standard Class,Colorado,Fasteners,3.024
3,Office Supplies,0.0,East,Corporate,Standard Class,Rhode Island,Storage,51.45
4,Office Supplies,0.8,Central,Consumer,Standard Class,Illinois,Appliances,14.016
5,Furniture,0.5,Central,Consumer,Standard Class,Illinois,Tables,214.95
4,Technology,0.2,Central,Consumer,Standard Class,Illinois,Phones,35.04
3,Furniture,0.6,Central,Consumer,Standard Class,Illinois,Furnishings,10.776
2,Office Supplies,0.8,Central,Consumer,Standard Class,Illinois,Binders,4.6
2,Office Supplies,0.2,Central,Consumer,Standard Class,Illinois,Storage,35.168
3,Office Supplies,0.2,West,Home Office,Standard Class,California,Binders,19.152
2,Office Supplies,0.2,Central,Consumer,Same Day,Texas,Art,4.448
1,Office Supplies,0.2,Central,Consumer,Same Day,Texas,Paper,5.184
3,Office Supplies,0.2,Central,Consumer,Same Day,Texas,Paper,15.552
6,Office Supplies,0.2,East,Consumer,Second Class,Pennsylvania,Paper,40.032
3,Technology,0.2,East,Consumer,Second Class,Pennsylvania,Accessories,16.776
4,Furniture,0.2,South,Consumer,Standard Class,Florida,Chairs,186.304
4,Technology,0.0,South,Corporate,Standard Class,Georgia,Accessories,66.36
9,Office Supplies,0.2,South,Home Office,First Class,Tennessee,Art,42.048
5,Office Supplies,0.2,South,Home Office,First Class,Tennessee,Art,67.92
6,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Envelopes,52.512
6,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Storage,186.912
4,Office Supplies,0.2,East,Corporate,Standard Class,Pennsylvania,Paper,10.048
9,Furniture,0.6,Central,Consumer,Same Day,Illinois,Furnishings,17.496
3,Office Supplies,0.2,Central,Consumer,Second Class,Texas,Paper,15.552
3,Office Supplies,0.2,West,Consumer,Standard Class,New Mexico,Binders,10.776
1,Office Supplies,0.2,East,Consumer,Standard Class,Pennsylvania,Labels,3.304
1,Office Supplies,0.0,East,Consumer,Standard Class,New York,Storage,35.48
3,Office Supplies,0.0,East,Consumer,Standard Class,New York,Fasteners,34.44
7,Technology,0.0,East,Consumer,Standard Class,New York,Machines,629.93
9,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,79.056
5,Office Supplies,0.0,South,Corporate,Standard Class,Louisiana,Storage,232.55
2,Technology,0.0,South,Corporate,Standard Class,Louisiana,Accessories,99.98
3,Office Supplies,0.0,South,Corporate,Standard Class,Louisiana,Paper,19.44
2,Office Supplies,0.0,South,Corporate,Standard Class,Louisiana,Paper,12.96
9,Furniture,0.4,East,Consumer,Same Day,New York,Tables,464.292
7,Office Supplies,0.0,East,Consumer,Same Day,New York,Envelopes,68.46
4,Technology,0.0,East,Consumer,Same Day,New York,Machines,2799.96
2,Office Supplies,0.0,East,Consumer,Same Day,New York,Appliances,601.3
1,Technology,0.0,East,Consumer,Same Day,New York,Phones,16.99
3,Technology,0.0,East,Consumer,Same Day,New York,Phones,287.97
9,Office Supplies,0.0,East,Consumer,Same Day,New York,Paper,44.82
8,Furniture,0.0,West,Corporate,Standard Class,California,Furnishings,101.12
3,Technology,0.2,South,Consumer,Standard Class,Florida,Phones,107.976
7,Office Supplies,0.0,East,Home Office,Standard Class,New York,Appliances,58.73
4,Office Supplies,0.2,East,Home Office,Standard Class,New York,Binders,93.344
5,Office Supplies,0.0,West,Home Office,Standard Class,Washington,Fasteners,17.05
2,Office Supplies,0.2,West,Consumer,Standard Class,California,Binders,8.096
4,Furniture,0.0,Central,Corporate,Standard Class,Oklahoma,Furnishings,30.36
3,Office Supplies,0.0,East,Consumer,Standard Class,New York,Envelopes,23.34
5,Office Supplies,0.0,East,Consumer,Standard Class,New York,Paper,51.55
2,Technology,0.0,West,Consumer,Standard Class,California,Accessories,119.9
6,Furniture,0.1,East,Consumer,Standard Class,New York,Chairs,1317.492
8,Office Supplies,0.0,East,Consumer,Standard Class,New York,Supplies,63.84
1,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,3.592
2,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,86.26
4,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,139.04
4,Office Supplies,0.0,West,Consumer,Standard Class,California,Appliances,46.8
4,Furniture,0.2,West,Home Office,Standard Class,Arizona,Furnishings,8.544
3,Furniture,0.2,West,Home Office,Standard Class,Arizona,Chairs,842.376
3,Technology,0.0,East,Consumer,Same Day,New York,Phones,1214.85
2,Office Supplies,0.0,West,Corporate,Second Class,California,Storage,67.78
5,Office Supplies,0.0,West,Corporate,First Class,Montana,Storage,39.9
1,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,2.688
3,Office Supplies,0.0,East,Consumer,Standard Class,New York,Art,6.6
4,Office Supplies,0.0,Central,Consumer,First Class,Missouri,Binders,28.4
2,Technology,0.2,Central,Home Office,Second Class,Illinois,Phones,1001.584
3,Furniture,0.3,Central,Home Office,Second Class,Illinois,Chairs,569.058
2,Furniture,0.6,Central,Home Office,Second Class,Illinois,Furnishings,14.224
2,Technology,0.2,West,Corporate,Second Class,Arizona,Phones,105.584
2,Technology,0.2,West,Corporate,Second Class,Arizona,Phones,68.72
8,Furniture,0.0,West,Corporate,Standard Class,Washington,Bookcases,1367.84
2,Furniture,0.0,Central,Consumer,Second Class,Michigan,Chairs,301.96
3,Furniture,0.2,West,Consumer,Standard Class,California,Chairs,170.352
2,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Art,3.9
3,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Paper,12.84
3,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Paper,15.84
3,Furniture,0.0,Central,Consumer,Standard Class,Michigan,Chairs,563.94
3,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Storage,62.94
3,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Storage,535.41
5,Furniture,0.0,Central,Corporate,Second Class,Michigan,Chairs,3504.9
3,Office Supplies,0.0,Central,Corporate,Second Class,Michigan,Paper,144.12
3,Office Supplies,0.0,Central,Corporate,Second Class,Michigan,Paper,314.55
1,Office Supplies,0.2,West,Corporate,First Class,Colorado,Art,3.408
2,Office Supplies,0.8,Central,Consumer,Standard Class,Texas,Binders,2.072
3,Furniture,0.32,Central,Consumer,Standard Class,Texas,Bookcases,328.3992
2,Office Supplies,0.2,West,Consumer,First Class,California,Binders,53.248
3,Office Supplies,0.2,East,Corporate,Standard Class,New York,Binders,4.992
2,Furniture,0.0,West,Corporate,Standard Class,California,Furnishings,37.68
2,Technology,0.2,West,Corporate,Standard Class,California,Phones,258.576
2,Office Supplies,0.0,West,Corporate,Standard Class,California,Appliances,75.84
7,Office Supplies,0.0,East,Corporate,First Class,Rhode Island,Paper,45.36
3,Office Supplies,0.0,East,Corporate,First Class,Rhode Island,Binders,45.78
3,Office Supplies,0.0,South,Consumer,First Class,Georgia,Storage,40.29
7,Office Supplies,0.0,South,Consumer,First Class,Georgia,Binders,38.71
6,Office Supplies,0.2,South,Consumer,Standard Class,Florida,Storage,1801.632
8,Technology,0.4,East,Home Office,Standard Class,Pennsylvania,Phones,748.752
4,Technology,0.0,Central,Consumer,Standard Class,Indiana,Accessories,199.96
7,Furniture,0.0,Central,Consumer,Standard Class,Indiana,Chairs,1516.2
6,Technology,0.2,Central,Consumer,Standard Class,Texas,Accessories,167.952
2,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Art,45.04
2,Office Supplies,0.0,West,Consumer,Standard Class,California,Envelopes,23.16
5,Furniture,0.0,South,Corporate,Second Class,South Carolina,Furnishings,397.6
7,Office Supplies,0.0,South,Corporate,Second Class,South Carolina,Paper,85.96
4,Office Supplies,0.0,South,Corporate,Second Class,South Carolina,Art,13.12
3,Office Supplies,0.0,West,Consumer,Standard Class,Washington,Envelopes,158.13
5,Technology,0.2,West,Consumer,Standard Class,Washington,Phones,43.6
3,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Supplies,3930.072
1,Office Supplies,0.2,Central,Consumer,Standard Class,Texas,Fasteners,2.304
3,Technology,0.2,Central,Consumer,Standard Class,Texas,Phones,431.976
7,Technology,0.2,Central,Consumer,Standard Class,Texas,Accessories,41.72
7,Furniture,0.0,West,Consumer,Standard Class,California,Furnishings,104.23
3,Office Supplies,0.0,West,Consumer,Standard Class,California,Storage,70.26
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Art,9.26
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Storage,105.98
2,Office Supplies,0.0,East,Consumer,Standard Class,New York,Labels,20.7
5,Office Supplies,0.0,East,Consumer,Standard Class,New York,Paper,28.9
1,Office Supplies,0.0,East,Consumer,Standard Class,New York,Envelopes,27.18
3,Office Supplies,0.0,East,Corporate,Standard Class,Delaware,Storage,465.18
3,Office Supplies,0.0,East,Consumer,Second Class,New York,Storage,36.63
3,Office Supplies,0.0,West,Consumer,Same Day,California,Storage,51.45
3,Office Supplies,0.0,West,Consumer,Same Day,California,Labels,7.83
5,Office Supplies,0.0,West,Consumer,Same Day,California,Art,35.4
5,Office Supplies,0.0,West,Consumer,Same Day,California,Paper,29.9
2,Office Supplies,0.0,Central,Consumer,Standard Class,Michigan,Envelopes,17.48
3,Office Supplies,0.0,West,Corporate,Second Class,California,Paper,79.14
5,Office Supplies,0.0,East,Corporate,Standard Class,New York,Art,8.4
7,Furniture,0.0,Central,Consumer,Same Day,Michigan,Chairs,498.26
3,Furniture,0.0,Central,Home Office,Standard Class,Michigan,Bookcases,212.94
7,Office Supplies,0.0,Central,Home Office,Second Class,Missouri,Appliances,706.86
5,Technology,0.0,Central,Home Office,Second Class,Missouri,Phones,114.95
7,Office Supplies,0.0,Central,Home Office,Second Class,Missouri,Binders,43.19
3,Office Supplies,0.0,West,Consumer,Second Class,California,Paper,166.44
5,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,36.56
6,Office Supplies,0.2,East,Consumer,Standard Class,New York,Binders,186.144
2,Furniture,0.2,East,Consumer,Standard Class,New York,Bookcases,353.568
2,Office Supplies,0.0,West,Home Office,Standard Class,California,Paper,81.98
2,Office Supplies,0.2,West,Consumer,Second Class,California,Binders,14.624
5,Furniture,0.2,West,Consumer,Second Class,California,Tables,697.16
1,Furniture,0.0,West,Consumer,Second Class,California,Furnishings,30.93
6,Furniture,0.0,South,Corporate,Standard Class,Arkansas,Chairs,605.34
